LotArea,Neighborhood,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,heatingQ,CentralAir,1stFlrSF,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice
9100,CollgCr,1Fam,7,5,2004,2005,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,1836,1860,Ex,Y,1836,0,0,0,2,0,3,Gd,8,1,2,484,10,2006,WD,Normal,216837
21000,Crawfor,1Fam,6,5,1953,1953,TA,Gd,CBlock,Gd,TA,Mn,ALQ,904,Rec,905,1809,TA,Y,2259,0,1,0,2,0,3,Gd,7,2,2,450,10,2007,COD,Abnorml,217000
9236,CollgCr,1Fam,6,5,1997,1997,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200,Unf,279,1479,Ex,Y,1494,0,1,0,2,0,3,Gd,6,0,2,576,7,2006,WD,Normal,217000
12984,Crawfor,1Fam,5,6,1977,1977,TA,TA,CBlock,Gd,TA,Mn,ALQ,1430,LwQ,0,1430,Ex,Y,1647,0,1,0,2,0,3,Gd,7,1,2,621,3,2006,WD,Normal,217500
10768,Veenker,1Fam,5,8,1976,2004,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157,Unf,280,1437,TA,Y,1437,0,1,0,2,0,3,Gd,6,1,2,528,7,2007,WD,Normal,218000
14054,Gilbert,1Fam,7,5,2006,2006,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,879,879,Ex,Y,879,984,0,0,2,1,4,Gd,9,1,3,660,11,2006,New,Partial,219210
9375,CollgCr,1Fam,7,5,1997,1998,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,318,1057,Ex,Y,1057,977,1,0,2,1,3,Gd,8,0,2,645,2,2009,WD,Normal,219500
13125,Crawfor,1Fam,7,6,1940,1984,TA,TA,CBlock,TA,TA,No,BLQ,410,Unf,390,800,TA,Y,960,780,0,0,1,1,3,TA,6,2,1,240,7,2007,CWD,Normal,219500
8200,CollgCr,1Fam,7,5,2003,2004,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,847,847,Ex,Y,847,1081,0,0,2,1,4,Gd,8,1,2,434,7,2007,WD,Normal,219500
6853,Timber,1Fam,8,5,2001,2002,Gd,TA,PConc,Ex,TA,No,GLQ,1005,Unf,262,1267,Ex,Y,1296,0,1,0,2,0,2,Gd,6,0,2,471,6,2009,WD,Normal,220000
11275,Crawfor,1Fam,6,7,1932,1950,TA,TA,CBlock,TA,TA,Mn,Rec,854,LwQ,0,854,TA,Y,1096,895,0,0,1,1,3,TA,7,1,2,432,3,2007,WD,Normal,220000
12182,NridgHt,1Fam,7,5,2005,2005,Gd,TA,PConc,Gd,TA,Mn,BLQ,1201,Unf,340,1541,Ex,Y,1541,0,0,0,2,0,3,Gd,7,1,2,532,5,2010,New,Partial,220000
10041,SawyerW,1Fam,8,5,1992,1992,Gd,TA,PConc,Gd,TA,Mn,GLQ,789,Unf,119,908,Ex,Y,927,988,1,0,2,1,3,Gd,8,1,2,506,2,2006,WD,Abnorml,220000
8814,CollgCr,1Fam,7,5,2006,2006,Gd,TA,PConc,Gd,TA,No,GLQ,1334,Unf,270,1604,Ex,Y,1604,0,1,0,2,1,3,Gd,8,1,2,660,3,2009,WD,Abnorml,220000
12803,CollgCr,1Fam,7,5,2002,2002,Gd,TA,PConc,Gd,TA,Mn,GLQ,922,Unf,572,1494,Ex,Y,1494,0,1,0,2,0,3,Gd,6,1,2,530,9,2008,WD,Normal,221000
16770,NoRidge,1Fam,7,5,1998,1998,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1195,1195,Gd,Y,1195,644,0,0,2,1,4,TA,7,0,2,486,6,2010,WD,Normal,221000
11210,CollgCr,1Fam,7,5,2005,2006,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,1594,1614,Ex,Y,1614,0,0,0,2,0,3,Gd,7,0,3,865,7,2006,New,Partial,221500
4403,Somerst,1Fam,7,5,2009,2009,Ex,TA,PConc,Ex,TA,Av,GLQ,578,Unf,892,1470,Ex,Y,1478,0,1,0,2,1,2,Gd,7,1,2,484,6,2010,New,Partial,222000
21695,Crawfor,1Fam,6,9,1988,2007,Gd,Gd,CBlock,Gd,TA,No,GLQ,808,Unf,72,880,Ex,Y,1680,0,1,0,2,0,3,Gd,5,1,2,540,12,2009,WD,Normal,222000
13006,Gilbert,1Fam,7,5,1997,1997,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,964,964,Gd,Y,993,1243,0,0,2,1,4,Gd,8,1,2,642,11,2006,WD,Normal,222000
9505,Gilbert,1Fam,7,5,2001,2001,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,884,884,Ex,Y,884,1151,0,0,2,1,3,Gd,8,1,2,434,5,2010,WD,Normal,222500
11404,CollgCr,1Fam,7,5,1998,1999,Gd,TA,PConc,Gd,TA,Av,ALQ,252,Unf,901,1153,Ex,Y,1153,878,0,0,2,1,3,Gd,8,1,2,541,7,2008,WD,Normal,222500
16381,Crawfor,1Fam,6,5,1969,1969,Gd,Gd,CBlock,TA,TA,Av,Rec,1110,Unf,734,1844,Gd,Y,1844,0,1,0,2,0,3,Gd,7,1,2,540,12,2006,WD,Normal,223000
21384,BrkSide,1Fam,5,6,1923,2004,TA,TA,CBlock,TA,TA,Gd,GLQ,1309,Unf,15,1324,Ex,Y,1072,504,2,0,1,1,3,Gd,6,1,2,528,5,2009,WD,Normal,223500
11250,CollgCr,1Fam,7,5,2001,2002,Gd,TA,PConc,Gd,TA,Mn,GLQ,486,Unf,434,920,Ex,Y,920,866,1,0,2,1,3,Gd,6,1,2,608,9,2008,WD,Normal,223500
14778,Crawfor,1Fam,6,7,1954,2006,Gd,TA,CBlock,TA,TA,No,BLQ,728,Unf,568,1296,Ex,Y,1640,0,1,0,1,0,3,Gd,7,1,2,924,11,2008,WD,Normal,224000
6371,NridgHt,TwnhsE,7,5,2009,2010,Gd,TA,PConc,Gd,TA,Mn,GLQ,733,Unf,625,1358,Ex,Y,1358,0,1,0,2,0,2,Gd,6,1,2,484,6,2010,New,Partial,224000
13159,Timber,1Fam,7,5,2009,2009,TA,TA,PConc,Ex,TA,Av,Unf,0,Unf,846,846,Gd,Y,846,846,0,0,2,1,3,Gd,6,0,2,650,7,2009,New,Partial,224500
8158,CollgCr,1Fam,7,5,2003,2003,Gd,TA,PConc,Gd,TA,No,GLQ,550,Unf,334,884,Ex,Y,884,884,1,0,2,1,3,Gd,8,0,2,543,7,2008,WD,Normal,224900
12137,CollgCr,1Fam,7,5,1998,1998,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,1649,1649,Ex,Y,1661,0,0,0,2,0,3,Gd,6,0,2,598,5,2010,WD,Normal,224900
12394,Gilbert,1Fam,7,5,2003,2003,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,847,847,Ex,Y,847,886,0,0,2,1,3,Gd,7,1,2,433,10,2007,WD,Family,225000
10762,Gilbert,1Fam,7,5,1999,1999,Gd,TA,PConc,Gd,TA,No,GLQ,694,Unf,284,978,Ex,Y,1005,978,0,0,2,1,3,Gd,9,1,2,490,5,2009,WD,Normal,225000
13474,SawyerW,1Fam,7,5,1990,1991,Gd,TA,CBlock,Gd,TA,No,ALQ,700,Unf,0,700,Gd,Y,1122,1121,1,0,2,1,4,Gd,8,1,3,746,6,2007,WD,Normal,225000
15593,ClearCr,1Fam,7,4,1953,1953,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,701,1304,TA,Y,1304,983,0,0,2,0,3,TA,7,1,2,667,7,2006,WD,Normal,225000
7800,Edwards,1Fam,5,8,1948,2002,TA,Gd,CBlock,TA,Gd,No,GLQ,603,Unf,293,896,Ex,Y,1112,896,1,0,3,0,3,Ex,8,0,1,230,8,2006,WD,Normal,225000
9158,Somerst,1Fam,8,5,2007,2007,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1496,1496,Ex,Y,1496,0,0,0,2,0,3,Gd,7,0,2,474,6,2007,New,Partial,225000
7050,Somerst,1Fam,7,5,2001,2001,Gd,TA,PConc,Gd,TA,No,GLQ,738,Unf,319,1057,Ex,Y,1057,872,1,0,2,1,3,Gd,7,1,2,650,5,2007,WD,Normal,226000
14200,0mes,1Fam,7,6,1966,1966,TA,TA,CBlock,TA,TA,No,Rec,445,Unf,479,924,Ex,Y,1216,941,0,0,2,1,4,Gd,8,2,2,487,5,2006,WD,Normal,226000
10665,CollgCr,1Fam,7,5,2003,2003,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,440,1453,Ex,Y,1479,0,1,0,2,0,3,Gd,7,0,2,558,6,2007,WD,Normal,226000
9803,Somerst,1Fam,7,5,2005,2005,Gd,TA,PConc,Gd,TA,No,GLQ,400,Unf,466,866,Gd,Y,866,902,0,0,2,1,3,Gd,7,0,2,603,2,2008,WD,Normal,226700
10000,Somerst,1Fam,8,5,2006,2006,Gd,TA,PConc,Gd,Gd,Av,Unf,0,Unf,1588,1588,Ex,Y,1588,0,0,0,2,0,3,Gd,7,1,3,825,12,2007,WD,Normal,227000
8400,NWAmes,1Fam,8,6,2001,2001,Gd,TA,PConc,Gd,TA,No,GLQ,643,Unf,167,810,Ex,Y,810,855,1,0,2,1,3,Gd,6,0,2,528,11,2009,WD,Normal,227000
9808,CollgCr,1Fam,7,5,2002,2002,Gd,TA,PConc,Gd,TA,No,GLQ,788,Unf,785,1573,Ex,Y,1573,0,1,0,2,0,3,Gd,6,0,2,544,3,2009,WD,Normal,227000
12274,Somerst,1Fam,7,5,2008,2008,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1417,1417,Ex,Y,1428,0,0,0,2,0,3,Ex,6,0,2,554,7,2008,New,Partial,227680
10207,Somerst,1Fam,7,6,2007,2007,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,874,874,Ex,Y,874,887,0,0,3,0,3,Gd,7,0,2,578,8,2007,New,Partial,227875
16669,Timber,1Fam,8,6,1981,1981,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,1686,1686,TA,Y,1707,0,0,0,2,1,2,TA,6,1,2,511,1,2006,WD,Normal,228000
11228,SawyerW,1Fam,7,5,1993,1993,Gd,TA,PConc,Gd,TA,No,BLQ,581,GLQ,499,1080,Ex,Y,1080,1017,0,1,2,1,3,Gd,9,1,3,678,12,2008,WD,Normal,228000
9375,CollgCr,1Fam,8,5,2002,2002,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1284,1284,Ex,Y,1284,885,0,0,2,1,3,Gd,7,1,2,647,8,2007,WD,Normal,228500
11287,SawyerW,1Fam,7,6,1989,1989,Gd,TA,CBlock,Gd,TA,Av,GLQ,421,Unf,386,807,Gd,Y,1175,807,0,0,2,1,3,Gd,7,1,2,575,1,2007,WD,Normal,228500
164660,Timber,2fmCon,5,6,1965,1965,TA,TA,CBlock,TA,TA,Gd,ALQ,1396,BLQ,103,1499,Ex,Y,1619,167,2,0,2,0,3,TA,7,2,2,529,8,2008,WD,Normal,228950
13837,NWAmes,1Fam,7,5,1988,1988,Gd,Gd,PConc,Gd,Gd,No,GLQ,1204,LwQ,0,1204,Gd,Y,1377,806,0,0,2,1,4,Gd,9,0,3,786,2,2006,WD,Normal,229000
8640,Somerst,1Fam,8,5,2009,2009,Gd,TA,PConc,Gd,TA,Mn,GLQ,936,Unf,364,1300,Ex,Y,1314,0,1,0,2,0,3,Gd,6,0,2,552,9,2009,New,Partial,229456
8125,CollgCr,1Fam,7,5,2002,2002,Gd,TA,PConc,Gd,TA,No,GLQ,986,Unf,668,1654,Ex,Y,1654,0,1,0,2,0,3,Gd,6,0,3,900,2,2006,WD,Normal,230000
11435,Crawfor,1Fam,8,7,1929,1950,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,792,792,Fa,Y,792,725,0,0,1,0,3,Gd,7,2,2,400,6,2006,WD,Normal,230000
14115,Crawfor,1Fam,6,7,1956,2004,TA,TA,PConc,TA,TA,No,ALQ,843,GLQ,230,1073,Ex,Y,1811,0,0,0,1,0,2,Ex,6,1,2,470,7,2006,WD,Abnorml,230000
12420,CollgCr,1Fam,7,5,2001,2001,Gd,TA,PConc,Gd,TA,No,GLQ,666,Unf,278,944,Ex,Y,944,896,1,0,2,1,3,Gd,6,0,2,622,6,2009,WD,Normal,230000
9742,CollgCr,1Fam,8,5,2002,2002,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1777,1777,Ex,Y,1795,0,0,0,2,0,3,Gd,7,1,2,534,9,2008,WD,Normal,230000
9066,CollgCr,1Fam,8,5,1999,2000,Gd,TA,PConc,Gd,TA,Mn,GLQ,668,Unf,336,1004,Ex,Y,1004,848,0,0,2,1,3,Gd,7,2,3,660,12,2008,WD,Normal,230000
8738,Gilbert,1Fam,7,5,1999,1999,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,975,975,Ex,Y,1005,1286,0,0,2,1,4,Gd,8,1,2,429,2,2006,WD,Normal,230000
5001,NridgHt,Twnhs,7,5,2007,2008,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,410,1314,Ex,Y,1314,0,1,0,2,0,2,Gd,6,1,2,626,7,2009,WD,Normal,230000
11194,Gilbert,1Fam,8,5,2000,2000,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1406,1406,Ex,Y,1454,482,0,0,2,1,3,Gd,7,1,2,504,11,2006,WD,Normal,230500
12435,CollgCr,1Fam,7,5,2001,2001,Gd,TA,PConc,Gd,TA,No,GLQ,361,Unf,602,963,Ex,Y,963,829,0,0,2,1,3,Gd,7,1,2,564,5,2008,WD,Normal,231500
15426,CollgCr,1Fam,6,5,1997,1997,TA,TA,PConc,Gd,TA,No,GLQ,821,Unf,107,928,Ex,Y,928,836,1,0,2,1,3,Gd,7,0,2,470,8,2009,WD,Normal,231500
11957,Somerst,1Fam,8,5,2006,2006,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,1550,1574,Ex,Y,1574,0,0,0,2,0,3,Gd,7,1,3,824,7,2008,WD,Normal,232000
8688,Somerst,1Fam,7,5,2005,2005,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1616,1616,Ex,Y,1616,0,0,0,2,0,3,Gd,7,0,3,834,4,2006,WD,Normal,232000
10635,CollgCr,1Fam,8,5,2003,2003,Gd,TA,PConc,Gd,TA,Av,BLQ,1342,GLQ,315,1657,Ex,Y,1668,0,1,0,2,0,3,Gd,8,1,2,502,5,2010,WD,Normal,232000
11216,Somerst,1Fam,8,5,2006,2006,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,1489,1489,Ex,Y,1489,0,0,0,2,0,3,Gd,7,1,2,776,6,2006,New,Partial,232600
10142,SawyerW,1Fam,7,5,2004,2004,Gd,TA,PConc,Gd,TA,No,GLQ,656,Unf,300,956,Ex,Y,956,1128,1,0,2,1,4,Gd,8,0,2,618,1,2010,WD,Normal,233000
9541,NridgHt,1Fam,7,5,2009,2009,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1502,1502,Ex,Y,1502,0,0,0,2,0,3,Gd,7,0,2,644,9,2009,New,Partial,233170
15611,CollgCr,1Fam,8,5,2006,2006,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1079,1079,Ex,Y,1079,840,0,0,2,1,3,Gd,8,1,2,685,7,2006,New,Partial,233230
3196,Blmngtn,TwnhsE,7,5,2003,2004,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,1374,1374,Ex,Y,1557,0,0,0,2,0,2,Gd,7,1,2,420,10,2006,WD,Normal,234000
10918,Crawfor,1Fam,7,9,1926,2004,Gd,TA,BrkTil,Gd,TA,No,Unf,0,Unf,1276,1276,Ex,Y,1276,804,0,0,1,1,3,Gd,9,2,1,282,6,2009,WD,Normal,234000
13500,ClearCr,1Fam,6,7,1960,1975,TA,TA,CBlock,Gd,TA,Gd,BLQ,1509,ALQ,93,1602,Gd,Y,1252,0,1,0,1,0,1,TA,4,1,2,564,3,2008,WD,Normal,235000
16659,NWAmes,1Fam,7,7,1977,1994,TA,TA,CBlock,TA,TA,No,ALQ,795,Unf,0,795,Fa,Y,1468,795,1,0,2,1,3,Gd,9,1,2,539,3,2006,WD,Normal,235000
10316,CollgCr,1Fam,7,5,2000,2000,Gd,TA,PConc,Gd,TA,No,GLQ,735,Unf,257,992,Ex,Y,992,873,1,0,2,1,3,Gd,7,1,3,839,6,2008,WD,Normal,235000
25419,0mes,1Fam,8,4,1918,1990,Gd,Gd,PConc,TA,TA,No,GLQ,1220,LwQ,140,1360,Gd,Y,1360,1360,1,1,2,0,4,Gd,8,1,2,795,3,2006,WD,Abnorml,235000
13728,Edwards,1Fam,6,7,1935,1986,TA,TA,CBlock,TA,TA,No,Rec,626,Unf,501,1127,Ex,Y,1236,872,0,0,2,0,4,Gd,7,2,2,540,7,2008,WD,Normal,235000
9100,CollgCr,1Fam,7,5,2000,2000,Gd,TA,PConc,Gd,TA,Av,GLQ,1400,Unf,125,1525,Ex,Y,1525,0,1,0,2,0,3,Gd,6,0,2,541,9,2006,WD,Normal,235000
4750,Crawfor,TwnhsE,8,5,2006,2007,Gd,TA,PConc,Gd,TA,Gd,GLQ,1573,Unf,0,1573,Ex,Y,1625,0,1,1,2,0,2,Gd,5,1,2,538,12,2007,WD,Family,235000
11932,Somerst,1Fam,8,5,2007,2008,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1580,1580,Ex,Y,1580,0,0,0,2,0,3,Gd,7,0,3,830,6,2008,ConLD,Partial,235128
8795,Gilbert,1Fam,7,5,2000,2000,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,652,952,Ex,Y,980,1276,0,0,2,1,4,Gd,8,1,2,554,4,2009,WD,Normal,236000
9938,SawyerW,1Fam,7,5,1993,1994,Gd,TA,PConc,Gd,TA,No,GLQ,750,Unf,300,1050,Ex,Y,1062,887,1,0,2,1,3,Gd,8,1,2,574,6,2010,WD,Normal,236000
11838,CollgCr,1Fam,8,5,2001,2001,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1753,1753,Ex,Y,1788,0,0,0,2,0,3,Ex,7,1,2,522,6,2009,WD,Normal,236500
5389,StoneBr,TwnhsE,8,5,1995,1996,Gd,TA,PConc,Gd,TA,No,GLQ,1180,Unf,415,1595,Ex,Y,1616,0,1,0,2,0,2,Gd,5,1,2,608,3,2010,WD,Normal,236500
9473,CollgCr,1Fam,8,5,2002,2002,Gd,TA,PConc,Gd,TA,No,GLQ,804,Unf,324,1128,Ex,Y,1128,903,1,0,2,1,3,Gd,7,1,2,577,3,2008,WD,Normal,237000
9548,CollgCr,1Fam,7,6,2003,2003,Gd,TA,PConc,Gd,TA,No,GLQ,483,Unf,458,941,Ex,Y,941,888,1,0,2,1,3,Gd,7,1,2,613,1,2010,WD,Normal,237000
12925,0mes,1Fam,6,7,1970,1970,TA,TA,CBlock,TA,TA,Mn,BLQ,865,Unf,340,1205,Ex,Y,2117,0,0,0,2,1,4,TA,7,2,2,550,5,2008,WD,Normal,237500
13125,SawyerW,1Fam,7,5,1991,1991,Gd,TA,PConc,Ex,TA,Mn,BLQ,682,GLQ,422,1104,Ex,Y,912,1215,1,0,2,1,4,Gd,8,1,3,833,11,2007,WD,Normal,238000
11923,CollgCr,1Fam,9,5,2007,2007,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,1800,1800,Ex,Y,1800,0,0,0,2,0,2,Ex,7,0,2,702,5,2009,WD,Normal,239000
10991,Timber,1Fam,8,5,2007,2007,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,1571,1571,Ex,Y,1571,0,0,0,2,0,3,Gd,7,1,3,722,12,2007,New,Partial,239000
22420,Crawfor,1Fam,6,6,1918,1950,TA,TA,BrkTil,Gd,TA,No,BLQ,1128,Unf,242,1370,TA,N,1370,1254,1,0,2,1,4,TA,10,1,3,864,11,2007,WD,Normal,239000
16560,Crawfor,1Fam,6,8,1932,1950,TA,TA,BrkTil,Gd,TA,No,Rec,503,Unf,449,952,TA,Y,1170,1175,0,0,2,1,4,TA,9,1,2,360,7,2006,WD,Normal,239000
7399,Somerst,1Fam,7,5,1997,1998,Gd,TA,PConc,Gd,TA,No,BLQ,649,Unf,326,975,Ex,Y,975,975,0,0,2,1,3,Gd,7,1,2,576,6,2007,WD,Normal,239000
5306,StoneBr,TwnhsE,7,7,1987,1987,Gd,Gd,PConc,Gd,Gd,No,GLQ,710,Rec,354,1064,Gd,Y,1064,703,1,0,2,0,2,Gd,5,1,2,504,6,2006,WD,Normal,239000
9828,SawyerW,1Fam,8,5,1995,1995,Gd,TA,PConc,Gd,TA,No,GLQ,584,Unf,544,1128,Ex,Y,1142,878,0,0,2,1,3,Gd,8,1,2,466,6,2009,WD,Normal,239500
12822,Mitchel,1Fam,7,5,2003,2003,Gd,TA,PConc,Ex,TA,No,GLQ,1351,Unf,83,1434,Ex,Y,1518,631,1,0,1,1,1,Gd,6,1,2,670,8,2009,WD,Abnorml,239686
8760,CollgCr,1Fam,7,5,2006,2006,Gd,TA,PConc,Gd,Gd,Mn,GLQ,464,Unf,927,1391,Ex,Y,1391,571,0,0,2,1,3,Gd,7,0,3,868,8,2006,New,Partial,239799
10463,Gilbert,1Fam,8,5,2005,2005,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,893,893,Ex,Y,901,900,0,0,2,1,3,Gd,8,1,3,800,6,2006,WD,Normal,239900
53107,ClearCr,1Fam,6,5,1992,1992,Gd,TA,PConc,Gd,TA,Av,GLQ,985,Unf,595,1580,Ex,Y,1079,874,1,0,2,1,3,Gd,9,2,2,501,6,2007,WD,Normal,240000
10800,NWAmes,1Fam,6,7,1974,1997,TA,TA,CBlock,TA,TA,No,ALQ,1138,Rec,384,1522,TA,Y,1548,1066,0,0,2,1,4,TA,9,1,2,624,6,2008,WD,Normal,240000
10000,CollgCr,1Fam,8,5,1995,1996,Gd,TA,PConc,Gd,TA,No,GLQ,1079,Unf,141,1220,Ex,Y,1220,870,1,0,2,1,3,Gd,8,1,2,556,12,2007,WD,Normal,240000
45600,ClearCr,1Fam,6,8,1908,1997,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,907,907,TA,Y,1307,1051,0,0,3,0,5,TA,10,1,2,360,9,2008,WD,Normal,240000
14859,Gilbert,1Fam,7,5,2006,2006,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1670,1670,Ex,Y,1670,0,0,0,2,0,3,Gd,7,1,3,690,8,2006,New,Partial,240000
12118,Mitchel,1Fam,7,5,2004,2005,Gd,TA,PConc,Ex,TA,Mn,Unf,0,Unf,1710,1710,Ex,Y,1710,0,0,0,2,0,3,Gd,7,1,2,550,4,2009,WD,Normal,240000
8125,Somerst,1Fam,7,5,2006,2007,Gd,TA,PConc,Gd,TA,No,GLQ,812,Unf,280,1092,Ex,Y,1112,438,1,0,2,0,2,Gd,7,0,2,438,10,2009,WD,Normal,241000
10400,NWAmes,1Fam,7,5,1988,1988,TA,TA,CBlock,Gd,TA,Av,GLQ,929,Unf,916,1845,Gd,Y,1872,0,0,1,2,0,3,TA,6,1,2,604,6,2006,WD,Normal,241500
39104,ClearCr,1Fam,7,7,1954,2005,TA,TA,CBlock,Gd,TA,Gd,LwQ,1289,GLQ,96,1385,Ex,Y,1363,0,1,0,1,0,2,TA,5,2,2,439,4,2008,WD,Normal,241500
27650,0mes,1Fam,7,7,1960,2007,TA,TA,CBlock,Gd,TA,Gd,GLQ,425,Unf,160,585,Ex,Y,2069,0,1,0,2,0,4,Gd,9,1,2,505,11,2008,WD,Normal,242000
11275,0mes,1Fam,7,7,1967,2007,Gd,Gd,CBlock,Gd,TA,No,Unf,0,Unf,710,710,Ex,Y,1898,1080,0,0,2,1,5,Gd,11,1,2,564,6,2010,WD,Normal,242000
12615,Edwards,1Fam,6,7,1950,2001,TA,TA,CBlock,TA,Gd,Av,ALQ,477,Unf,725,1202,TA,Y,2158,0,1,0,2,0,4,Gd,7,1,2,576,6,2007,WD,Normal,243000
12224,Gilbert,1Fam,6,5,2000,2000,Gd,TA,PConc,Gd,TA,No,GLQ,695,Unf,297,992,Ex,Y,1022,1032,1,0,2,1,3,Gd,7,1,2,390,7,2009,WD,Normal,244000
13651,0mes,1Fam,7,6,1973,1973,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,343,2223,Ex,Y,2223,0,1,0,2,0,3,TA,8,2,2,516,2,2007,WD,Normal,244000
11160,0mes,1Fam,7,5,1968,1968,Gd,TA,CBlock,TA,TA,No,ALQ,1065,Unf,1045,2110,Ex,Y,2110,0,1,0,2,1,3,Ex,8,2,2,522,4,2010,WD,Normal,244000
24090,ClearCr,1Fam,7,7,1940,1950,TA,Gd,CBlock,TA,TA,Mn,Unf,0,Unf,1032,1032,Ex,Y,1207,1196,0,0,2,0,4,TA,10,2,1,349,6,2010,COD,Normal,244400
9612,Somerst,1Fam,8,5,2008,2009,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1468,1468,Ex,Y,1468,0,0,0,2,0,3,Gd,6,1,3,898,12,2009,New,Partial,244600
10206,Somerst,1Fam,8,5,2007,2007,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,1530,1563,Ex,Y,1563,0,0,0,2,0,3,Gd,6,1,3,758,10,2008,WD,Normal,245000
10475,CollgCr,1Fam,8,5,2008,2008,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1694,1694,Ex,Y,1694,0,0,0,2,0,3,Gd,7,0,3,776,2,2010,WD,Normal,245350
14963,Veenker,TwnhsE,8,5,1996,1996,Gd,TA,PConc,Gd,TA,No,GLQ,786,Unf,474,1260,Ex,Y,1288,0,1,0,1,1,1,Ex,4,2,2,500,12,2008,WD,Normal,245500
4045,Blmngtn,TwnhsE,7,5,2006,2006,Gd,TA,PConc,Gd,TA,Av,GLQ,1070,Unf,286,1356,Ex,Y,1500,0,1,0,2,0,2,Gd,6,1,3,648,10,2006,New,Partial,246578
11000,NoRidge,1Fam,8,5,2000,2000,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,969,969,Ex,Y,997,1288,0,0,2,1,4,Gd,8,1,3,648,6,2007,WD,Normal,248000
29959,NoRidge,1Fam,7,6,1994,1994,Gd,TA,PConc,Gd,TA,No,GLQ,595,Unf,378,973,Ex,Y,979,871,0,0,2,1,3,Gd,7,1,2,467,1,2009,WD,Normal,248000
9849,Somerst,1Fam,7,6,2007,2007,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1689,1689,Ex,Y,1689,0,0,0,2,0,3,Gd,7,0,3,954,6,2007,New,Partial,248328
10656,Timber,1Fam,8,5,2006,2007,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1638,1638,Ex,Y,1646,0,0,0,2,0,3,Gd,6,1,3,870,11,2007,New,Partial,248900
11096,Somerst,1Fam,8,5,2006,2006,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,1632,1656,Ex,Y,1656,0,0,0,2,0,3,Gd,7,0,3,826,7,2007,WD,Normal,249700
11029,NWAmes,1Fam,6,7,1968,1984,TA,TA,CBlock,TA,TA,Mn,BLQ,619,Unf,435,1054,TA,Y,1512,1142,1,0,2,1,4,Gd,9,1,2,619,8,2006,WD,Normal,250000
11170,Timber,1Fam,7,5,1990,1991,TA,TA,Wood,Gd,TA,No,LwQ,1216,Unf,0,1216,Ex,Y,1298,1216,0,0,2,1,4,TA,8,0,2,693,4,2006,WD,Normal,250000
